"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","MYS.LP.A","OBS_VALUE","Malaysia","Population, Persons for countries / Index for country groups","Annual","Millions","32.382","32.523","32.447","32.576","32.652","33.059","33.460","33.852"
"IMF.RES:WEO(9.0.0)","THA.NGDPDPC.A","OBS_VALUE","Thailand","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7099.777","7605.697","6983.034","7055.188","6910.010","7210.541","7386.636","8056.566"
"IMF.RES:WEO(9.0.0)","PHL.BCA_NGDPD.A","OBS_VALUE","Philippines","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.559","-0.809","3.201","-1.508","-4.516","-2.834","-4.022","-3.344"
"IMF.RES:WEO(9.0.0)","SGP.NGDPDPC.A","OBS_VALUE","Singapore","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","67032.839","66068.684","61772.519","80884.836","91227.719","86382.611","94896.538","99365.285"
"IMF.RES:WEO(9.0.0)","THA.BCA_NGDPD.A","OBS_VALUE","Thailand","Current account balance (credit less debit), Percent of GDP","Annual","Units","5.620","7.049","4.144","-2.142","-3.429","1.640","2.195","3.070"
"IMF.RES:WEO(9.0.0)","PLW.NGDPDPC.A","OBS_VALUE","Palau, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16341.806","15993.168","14696.881","13394.785","14055.906","15692.226","18276.975","19684.686"
"IMF.RES:WEO(9.0.0)","PLW.BCA_NGDPD.A","OBS_VALUE","Palau, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-18.560","-33.690","-43.578","-43.379","-45.087","-38.153","-20.246","-19.004"
"IMF.RES:WEO(9.0.0)","NPL.PCPIPCH.A","OBS_VALUE","Nepal","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.130","4.624","6.148","3.579","6.371","7.730","5.423","4.057"
"IMF.RES:WEO(9.0.0)","MDV.NGDPDPC.A","OBS_VALUE","Maldives","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","14762.266","15374.179","9803.066","13632.494","15782.069","16637.107","17454.010","18658.310"
"IMF.RES:WEO(9.0.0)","PAK.PCPIPCH.A","OBS_VALUE","Pakistan","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.700","6.802","10.739","8.896","12.153","29.181","23.411","4.495"
"IMF.RES:WEO(9.0.0)","PAK.BCA_NGDPD.A","OBS_VALUE","Pakistan","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.389","-4.184","-1.481","-0.809","-4.663","-0.973","-0.557","0.474"
"IMF.RES:WEO(9.0.0)","NPL.BCA_NGDPD.A","OBS_VALUE","Nepal","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.098","-6.929","-1.013","-7.701","-12.564","-0.879","3.874","6.708"
"IMF.RES:WEO(9.0.0)","PAK.NGDPDPC.A","OBS_VALUE","Pakistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1698.034","1500.683","1376.512","1565.575","1651.323","1454.117","1577.637","1695.648"
"IMF.RES:WEO(9.0.0)","MDV.PCPIPCH.A","OBS_VALUE","Maldives","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.367","1.326","-1.594","0.213","2.601","2.605","1.445","3.488"
"IMF.RES:WEO(9.0.0)","DZA.BCA_NGDPD.A","OBS_VALUE","Algeria","Current account balance (credit less debit), Percent of GDP","Annual","Units","-8.680","-8.746","-11.338","-2.428","8.446","2.410","-1.073","-7.717"
"IMF.RES:WEO(9.0.0)","VNM.BCA_NGDPD.A","OBS_VALUE","Vietnam","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.895","3.760","4.349","-2.202","0.341","6.372","6.613","6.707"
"IMF.RES:WEO(9.0.0)","DJI.BCA_NGDPD.A","OBS_VALUE","Djibouti","Current account balance (credit less debit), Percent of GDP","Annual","Units","14.712","18.258","11.652","-6.605","18.950","18.159","14.552","10.164"
"IMF.RES:WEO(9.0.0)","DJI.PCPIPCH.A","OBS_VALUE","Djibouti","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.139","3.318","1.779","1.181","5.172","1.447","2.114","-0.317"
"IMF.RES:WEO(9.0.0)","G603.D_NGDPD.A","OBS_VALUE","Sub-Saharan Africa (SSA)","External debt, Percent of GDP","Annual","Units","35.277","36.490","39.670","37.145","36.849","42.693","44.738","41.852"
"IMF.RES:WEO(9.0.0)","G603.PCPIPCH.A","OBS_VALUE","Sub-Saharan Africa (SSA)","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","8.711","9.604","12.362","12.329","16.083","19.399","20.723","12.482"
"IMF.RES:WEO(9.0.0)","G603.BCA_NGDPD.A","OBS_VALUE","Sub-Saharan Africa (SSA)","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.766","-2.540","-2.382","-0.739","-1.946","-2.400","-1.266","-0.879"
"IMF.RES:WEO(9.0.0)","THA.LP.A","OBS_VALUE","Thailand","Population, Persons for countries / Index for country groups","Annual","Millions","71.376","71.522","71.641","71.727","71.735","71.702","71.668","71.620"
"IMF.RES:WEO(9.0.0)","SGP.PCPIPCH.A","OBS_VALUE","Singapore","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.439","0.568","-0.172","2.316","6.131","4.834","2.390","0.903"
"IMF.RES:WEO(9.0.0)","SGP.LP.A","OBS_VALUE","Singapore","Population, Persons for countries / Index for country groups","Annual","Millions","5.639","5.704","5.686","5.454","5.637","5.918","6.037","6.077"
"IMF.RES:WEO(9.0.0)","PHL.NGDPDPC.A","OBS_VALUE","Philippines","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3279.519","3512.195","3312.739","3580.009","3644.792","3905.419","4089.270","4270.136"
"IMF.RES:WEO(9.0.0)","THA.PCPIPCH.A","OBS_VALUE","Thailand","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.067","0.706","-0.846","1.231","6.076","1.229","0.398","-0.134"
"IMF.RES:WEO(9.0.0)","SGP.BCA_NGDPD.A","OBS_VALUE","Singapore","Current account balance (credit less debit), Percent of GDP","Annual","Units","15.676","15.454","17.698","19.253","18.923","16.392","17.201","16.713"
"IMF.RES:WEO(9.0.0)","PLW.PCPIPCH.A","OBS_VALUE","Palau, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.441","0.438","0.702","-0.481","13.184","12.417","3.629","0.250"
"IMF.RES:WEO(9.0.0)","PHL.LP.A","OBS_VALUE","Philippines","Population, Persons for countries / Index for country groups","Annual","Millions","105.760","107.290","109.200","110.080","110.940","111.910","112.885","114.086"
"IMF.RES:WEO(9.0.0)","PHL.PCPIPCH.A","OBS_VALUE","Philippines","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","5.310","2.392","2.393","3.927","5.821","5.978","3.213","1.659"
"IMF.RES:WEO(9.0.0)","BWA.BCA_NGDPD.A","OBS_VALUE","Botswana","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.393","-6.917","-9.826","-1.765","-0.595","1.488","-4.242","3.681"
"IMF.RES:WEO(9.0.0)","DZA.PCPIPCH.A","OBS_VALUE","Algeria","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.270","1.952","2.415","7.226","9.267","9.320","4.046","1.390"
"IMF.RES:WEO(9.0.0)","DJI.LP.A","OBS_VALUE","Djibouti","Population, Persons for countries / Index for country groups","Annual","Millions","0.959","0.974","0.988","1.002","1.016","1.030","1.043","1.056"
"IMF.RES:WEO(9.0.0)","VNM.NGDPDPC.A","OBS_VALUE","Vietnam","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3216.297","3439.028","3548.611","3756.770","4132.552","4316.469","4535.521","4829.379"
"IMF.RES:WEO(9.0.0)","VNM.LP.A","OBS_VALUE","Vietnam","Population, Persons for countries / Index for country groups","Annual","Millions","94.666","96.484","97.583","98.506","99.462","100.309","101.300","102.300"
"IMF.RES:WEO(9.0.0)","DJI.NGDPDPC.A","OBS_VALUE","Djibouti","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3038.268","3172.748","3182.318","3385.359","3506.369","3785.999","3980.903","4145.347"
"IMF.RES:WEO(9.0.0)","VNM.PCPIPCH.A","OBS_VALUE","Vietnam","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.540","2.796","3.221","1.835","3.157","3.253","3.621","3.310"
"IMF.RES:WEO(9.0.0)","BDI.PCPIPCH.A","OBS_VALUE","Burundi","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-2.794","-0.818","7.528","8.363","18.855","27.078","20.188","34.196"
"IMF.RES:WEO(9.0.0)","CPV.BCA_NGDPD.A","OBS_VALUE","Cabo Verde","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.773","0.201","-15.350","-12.124","-3.541","-2.750","3.935","3.637"
"IMF.RES:WEO(9.0.0)","CMR.NGDPDPC.A","OBS_VALUE","Cameroon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1612.164","1555.419","1557.854","1673.205","1608.326","1720.729","1830.405","1984.036"
"IMF.RES:WEO(9.0.0)","CAF.BCA_NGDPD.A","OBS_VALUE","Central African Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.188","-4.787","-7.640","-12.450","-12.874","-8.230","-9.099","-3.784"
"IMF.RES:WEO(9.0.0)","BDI.NGDPDPC.A","OBS_VALUE","Burundi","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","256.051","245.544","244.862","258.815","294.422","313.424","344.419","478.150"
"IMF.RES:WEO(9.0.0)","CPV.PCPIPCH.A","OBS_VALUE","Cabo Verde","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.275","1.106","0.605","1.863","7.930","3.717","1.055","2.344"
"IMF.RES:WEO(9.0.0)","AGO.PCPIPCH.A","OBS_VALUE","Angola","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","19.629","17.079","22.277","25.765","21.360","13.639","28.232","20.163"
"IMF.RES:WEO(9.0.0)","BWA.PCPIPCH.A","OBS_VALUE","Botswana","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.241","2.745","1.890","6.679","12.181","5.137","2.820","2.796"
"IMF.RES:WEO(9.0.0)","AGO.NGDPDPC.A","OBS_VALUE","Angola","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3689.034","2940.789","1977.089","2404.183","3905.445","3078.515","3156.168","3614.423"
"IMF.RES:WEO(9.0.0)","BWA.LP.A","OBS_VALUE","Botswana","Population, Persons for countries / Index for country groups","Annual","Millions","2.299","2.332","2.366","2.401","2.440","2.480","2.521","2.549"
"IMF.RES:WEO(9.0.0)","AGO.BCA_NGDPD.A","OBS_VALUE","Angola","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.412","5.396","1.318","10.117","8.452","3.699","5.277","0.378"
"IMF.RES:WEO(9.0.0)","DZA.LP.A","OBS_VALUE","Algeria","Population, Persons for countries / Index for country groups","Annual","Millions","42.578","43.424","43.851","44.577","45.291","45.973","46.626","47.251"
"IMF.RES:WEO(9.0.0)","AGO.LP.A","OBS_VALUE","Angola","Population, Persons for countries / Index for country groups","Annual","Millions","31.297","32.376","33.451","34.532","35.635","36.750","37.886","39.212"
"IMF.RES:WEO(9.0.0)","BDI.BCA_NGDPD.A","OBS_VALUE","Burundi","Current account balance (credit less debit), Percent of GDP","Annual","Units","-12.817","-11.570","-11.155","-12.644","-16.794","-14.785","-8.569","-6.149"
"IMF.RES:WEO(9.0.0)","DZA.NGDPDPC.A","OBS_VALUE","Algeria","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4568.244","4452.856","3757.585","4169.218","4983.549","5396.323","5772.289","6046.876"
"IMF.RES:WEO(9.0.0)","BWA.NGDPDPC.A","OBS_VALUE","Botswana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7407.959","7159.257","6310.519","7807.888","8328.709","7826.354","7677.609","7662.303"
"IMF.RES:WEO(9.0.0)","COG.NGDPDPC.A","OBS_VALUE","Congo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2716.492","2509.047","2014.193","2293.987","2339.437","2308.520","2341.632","2403.901"
"IMF.RES:WEO(9.0.0)","TCD.BCA_NGDPD.A","OBS_VALUE","Chad","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.955","-3.002","-2.505","-0.535","6.344","1.592","1.357","0.229"
"IMF.RES:WEO(9.0.0)","TCD.NGDPDPC.A","OBS_VALUE","Chad","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","980.058","929.239","901.743","1003.519","1036.609","1039.994","1120.359","1165.144"
"IMF.RES:WEO(9.0.0)","TCD.LP.A","OBS_VALUE","Chad","Population, Persons for countries / Index for country groups","Annual","Millions","15.478","15.947","16.426","16.915","17.414","17.921","18.437","18.961"
"IMF.RES:WEO(9.0.0)","COM.PCPIPCH.A","OBS_VALUE","Comoros, Union of the","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.702","3.701","0.800","-0.015","12.444","8.482","5.048","3.227"
"IMF.RES:WEO(9.0.0)","COM.BCA_NGDPD.A","OBS_VALUE","Comoros, Union of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.978","-3.455","-1.809","-0.320","-0.429","-1.504","-2.285","-2.917"
"IMF.RES:WEO(9.0.0)","CMR.BCA_NGDPD.A","OBS_VALUE","Cameroon","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.524","-4.273","-3.704","-3.985","-3.387","-4.135","-3.268","-3.777"
"IMF.RES:WEO(9.0.0)","CAF.LP.A","OBS_VALUE","Central African Republic","Population, Persons for countries / Index for country groups","Annual","Millions","4.828","4.929","4.961","5.093","5.131","5.065","5.331","5.513"
"IMF.RES:WEO(9.0.0)","CAF.NGDPDPC.A","OBS_VALUE","Central African Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","493.485","495.904","504.657","532.278","499.815","537.508","537.996","578.960"
"IMF.RES:WEO(9.0.0)","CMR.LP.A","OBS_VALUE","Cameroon","Population, Persons for countries / Index for country groups","Annual","Millions","24.806","25.506","26.211","26.916","27.633","28.373","29.124","29.879"
"IMF.RES:WEO(9.0.0)","CPV.LP.A","OBS_VALUE","Cabo Verde","Population, Persons for countries / Index for country groups","Annual","Millions","0.498","0.500","0.502","0.504","0.507","0.509","0.512","0.514"
"IMF.RES:WEO(9.0.0)","CMR.PCPIPCH.A","OBS_VALUE","Cameroon","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.064","2.456","2.451","2.262","6.252","7.386","4.508","3.413"
"IMF.RES:WEO(9.0.0)","CPV.NGDPDPC.A","OBS_VALUE","Cabo Verde","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4431.844","4504.665","3646.827","4072.362","4445.470","4912.817","5328.899","5994.792"
"IMF.RES:WEO(9.0.0)","GNQ.LP.A","OBS_VALUE","Equatorial Guinea, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.314","1.360","1.406","1.452","1.498","1.544","1.590","1.637"
"IMF.RES:WEO(9.0.0)","BEN.LP.A","OBS_VALUE","Benin","Population, Persons for countries / Index for country groups","Annual","Millions","12.383","12.727","13.070","13.413","13.760","14.111","14.500","14.923"
"IMF.RES:WEO(9.0.0)","GNQ.NGDPDPC.A","OBS_VALUE","Equatorial Guinea, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10129.619","8355.696","7045.629","8415.533","9155.152","7990.773","8029.117","7627.642"
"IMF.RES:WEO(9.0.0)","GNQ.BCA_NGDPD.A","OBS_VALUE","Equatorial Guinea, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-2.713","-7.541","-0.837","5.688","6.571","0.907","-0.643","-2.952"
"IMF.RES:WEO(9.0.0)","BEN.PCPIPCH.A","OBS_VALUE","Benin","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.849","-0.916","3.033","1.734","1.351","2.731","1.165","1.126"
"IMF.RES:WEO(9.0.0)","ERI.NGDPDPC.A","OBS_VALUE","Eritrea, The State of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","580.845","566.731","","","","","",""
"IMF.RES:WEO(9.0.0)","BEN.BCA_NGDPD.A","OBS_VALUE","Benin","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.525","-3.917","-1.746","-4.154","-5.687","-8.176","-6.042","-5.665"
"IMF.RES:WEO(9.0.0)","TCD.PCPIPCH.A","OBS_VALUE","Chad","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.027","-0.971","-2.659","-0.796","5.832","4.110","5.706","-2.574"
"IMF.RES:WEO(9.0.0)","CAF.PCPIPCH.A","OBS_VALUE","Central African Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.612","2.752","0.881","4.259","5.579","2.980","1.475","1.007"
"IMF.RES:WEO(9.0.0)","COG.BCA_NGDPD.A","OBS_VALUE","Congo, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","18.489","11.679","12.561","12.824","17.031","-4.968","-3.012","-5.888"
"IMF.RES:WEO(9.0.0)","COM.LP.A","OBS_VALUE","Comoros, Union of the","Population, Persons for countries / Index for country groups","Annual","Millions","0.776","0.791","0.806","0.822","0.851","0.870","0.890","0.910"
"IMF.RES:WEO(9.0.0)","COG.PCPIPCH.A","OBS_VALUE","Congo, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.153","0.400","1.373","1.969","3.026","4.310","3.073","2.630"
"IMF.RES:WEO(9.0.0)","COD.BCA_NGDPD.A","OBS_VALUE","Congo, Democratic Republic of the","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.584","-3.459","-2.254","-0.994","-3.666","-5.265","-4.153","-3.738"
"IMF.RES:WEO(9.0.0)","ERI.BCA_NGDPD.A","OBS_VALUE","Eritrea, The State of","Current account balance (credit less debit), Percent of GDP","Annual","Units","15.514","12.988","","","","","",""
"IMF.RES:WEO(9.0.0)","COM.NGDPDPC.A","OBS_VALUE","Comoros, Union of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1518.800","1501.981","1510.592","1549.471","1438.545","1527.009","1620.834","1769.382"
"IMF.RES:WEO(9.0.0)","GMB.LP.A","OBS_VALUE","Gambia, The","Population, Persons for countries / Index for country groups","Annual","Millions","2.400","2.461","2.523","2.586","2.652","2.719","2.787","2.858"
"IMF.RES:WEO(9.0.0)","ETH.PCPIPCH.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","13.833","15.810","20.354","26.794","33.938","30.219","21.045","13.213"
"IMF.RES:WEO(9.0.0)","GAB.PCPIPCH.A","OBS_VALUE","Gabon","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.777","2.022","1.703","1.077","4.250","3.634","1.164","1.985"
"IMF.RES:WEO(9.0.0)","ETH.BCA_NGDPD.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.525","-5.328","-4.600","-3.192","-4.316","-2.924","-4.233","-0.944"
"IMF.RES:WEO(9.0.0)","ETH.LP.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","95.500","97.600","99.700","101.900","104.082","105.707","108.400","110.600"
"IMF.RES:WEO(9.0.0)","GNQ.PCPIPCH.A","OBS_VALUE","Equatorial Guinea, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.346","1.244","4.766","-0.094","4.869","2.402","3.419","2.753"
"IMF.RES:WEO(9.0.0)","COD.LP.A","OBS_VALUE","Congo, Democratic Republic of the","Population, Persons for countries / Index for country groups","Annual","Millions","85.120","87.911","90.794","93.751","96.801","99.948","103.197","106.552"
"IMF.RES:WEO(9.0.0)","COD.NGDPDPC.A","OBS_VALUE","Congo, Democratic Republic of the","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","548.170","532.857","514.152","630.058","727.498","698.801","743.542","871.246"
"IMF.RES:WEO(9.0.0)","BEN.NGDPDPC.A","OBS_VALUE","Benin","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1158.452","1154.817","1199.234","1319.528","1267.424","1394.580","1481.855","1633.921"
"IMF.RES:WEO(9.0.0)","COD.PCPIPCH.A","OBS_VALUE","Congo, Democratic Republic of the","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","29.266","4.705","11.358","8.989","9.266","19.894","17.653","7.414"
"IMF.RES:WEO(9.0.0)","GNB.NGDPDPC.A","OBS_VALUE","Guinea-Bissau","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","894.667","836.954","838.847","928.350","907.623","1035.294","1105.343","1311.463"
"IMF.RES:WEO(9.0.0)","GHA.NGDPDPC.A","OBS_VALUE","Ghana","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2195.321","2186.659","2195.455","2445.187","2229.891","2383.904","2419.252","3271.351"
"IMF.RES:WEO(9.0.0)","GIN.NGDPDPC.A","OBS_VALUE","Guinea","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","891.887","986.528","1008.687","1139.967","1334.939","1468.578","1571.777","1722.170"
"IMF.RES:WEO(9.0.0)","GHA.PCPIPCH.A","OBS_VALUE","Ghana","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","9.837","7.208","9.918","9.976","31.921","39.210","22.875","14.195"
"IMF.RES:WEO(9.0.0)","GNB.PCPIPCH.A","OBS_VALUE","Guinea-Bissau","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","0.381","0.286","1.463","3.253","7.939","7.164","3.704","0.864"
"IMF.RES:WEO(9.0.0)","G110.PCPIPCH.A","OBS_VALUE","Advanced Economies","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.955","1.404","0.679","3.090","7.312","4.633","2.620","2.496"
"IMF.RES:WEO(9.0.0)","GMB.BCA_NGDPD.A","OBS_VALUE","Gambia, The","Current account balance (credit less debit), Percent of GDP","Annual","Units","-9.491","-6.149","-5.787","-4.185","-4.226","-5.427","-6.541","-4.947"
"IMF.RES:WEO(9.0.0)","ERI.PCPIPCH.A","OBS_VALUE","Eritrea, The State of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","-14.401","1.300","","","","","",""
"IMF.RES:WEO(9.0.0)","GAB.BCA_NGDPD.A","OBS_VALUE","Gabon","Current account balance (credit less debit), Percent of GDP","Annual","Units","7.144","4.600","-0.496","3.259","8.846","3.005","1.714","-3.143"
"IMF.RES:WEO(9.0.0)","ETH.NGDPDPC.A","OBS_VALUE","Ethiopia, The Federal Democratic Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","839.861","948.851","969.014","974.103","1142.927","1511.357","1310.632","986.516"
"IMF.RES:WEO(9.0.0)","GMB.NGDPDPC.A","OBS_VALUE","Gambia, The","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","692.721","733.858","717.141","790.625","805.196","857.528","861.943","904.255"
"IMF.RES:WEO(9.0.0)","GAB.LP.A","OBS_VALUE","Gabon","Population, Persons for countries / Index for country groups","Annual","Millions","2.053","2.080","2.108","2.135","2.161","2.209","2.258","2.306"
"IMF.RES:WEO(9.0.0)","GAB.NGDPDPC.A","OBS_VALUE","Gabon","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8198.560","8111.318","7289.453","9113.808","9478.244","9079.289","9257.950","9376.425"
"IMF.RES:WEO(9.0.0)","LBR.BCA_NGDPD.A","OBS_VALUE","Liberia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-20.356","-19.513","-23.915","-12.989","-15.892","-20.080","-8.092","-6.315"
"IMF.RES:WEO(9.0.0)","KEN.LP.A","OBS_VALUE","Kenya","Population, Persons for countries / Index for country groups","Annual","Millions","46.400","47.600","48.797","49.747","50.640","51.539","52.444","53.354"
"IMF.RES:WEO(9.0.0)","LSO.LP.A","OBS_VALUE","Lesotho, Kingdom of","Population, Persons for countries / Index for country groups","Annual","Millions","2.184","2.209","2.236","2.262","2.286","2.311","2.337","2.366"
"IMF.RES:WEO(9.0.0)","KEN.NGDPDPC.A","OBS_VALUE","Kenya","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1987.302","2107.735","2068.176","2208.691","2265.658","2099.499","2274.946","2557.539"
"IMF.RES:WEO(9.0.0)","KEN.BCA_NGDPD.A","OBS_VALUE","Kenya","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.981","-2.239","-3.660","-5.129","-5.040","-3.606","-2.275","-2.687"
"IMF.RES:WEO(9.0.0)","LSO.BCA_NGDPD.A","OBS_VALUE","Lesotho, Kingdom of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-6.984","-6.335","-5.695","-9.071","-14.037","-0.835","2.136","-3.295"
"IMF.RES:WEO(9.0.0)","CIV.NGDPDPC.A","OBS_VALUE","Côte d'Ivoire","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","2167.041","2173.778","2209.109","2478.224","2351.187","2598.335","2724.327","3005.850"
"IMF.RES:WEO(9.0.0)","CIV.BCA_NGDPD.A","OBS_VALUE","Côte d'Ivoire","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.904","-2.234","-3.128","-3.946","-7.589","-8.049","-4.467","-1.099"
"IMF.RES:WEO(9.0.0)","GIN.LP.A","OBS_VALUE","Guinea","Population, Persons for countries / Index for country groups","Annual","Millions","13.294","13.627","13.967","14.317","14.674","15.041","15.417","15.803"
"IMF.RES:WEO(9.0.0)","GHA.LP.A","OBS_VALUE","Ghana","Population, Persons for countries / Index for country groups","Annual","Millions","30.638","31.259","31.888","32.519","33.149","33.788","34.427","35.064"
"IMF.RES:WEO(9.0.0)","GNB.LP.A","OBS_VALUE","Guinea-Bissau","Population, Persons for countries / Index for country groups","Annual","Millions","1.738","1.776","1.815","1.855","1.896","1.937","1.978","2.019"
"IMF.RES:WEO(9.0.0)","GIN.BCA_NGDPD.A","OBS_VALUE","Guinea","Current account balance (credit less debit), Percent of GDP","Annual","Units","-18.496","-15.508","-16.068","4.139","-5.684","-9.724","-14.672","-22.310"
"IMF.RES:WEO(9.0.0)","GNB.BCA_NGDPD.A","OBS_VALUE","Guinea-Bissau","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.484","-8.544","-2.558","-0.818","-8.625","-8.591","-7.412","-6.163"
"IMF.RES:WEO(9.0.0)","CIV.LP.A","OBS_VALUE","Côte d'Ivoire","Population, Persons for countries / Index for country groups","Annual","Millions","27.006","27.778","28.572","29.389","30.229","31.094","31.983","32.897"
"IMF.RES:WEO(9.0.0)","GHA.BCA_NGDPD.A","OBS_VALUE","Ghana","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.037","-2.232","-2.534","-2.821","-2.302","-0.815","1.766","7.913"
"IMF.RES:WEO(9.0.0)","GIN.PCPIPCH.A","OBS_VALUE","Guinea","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","9.826","9.471","10.602","12.597","10.499","5.433","4.456","3.149"
"IMF.RES:WEO(9.0.0)","MLI.BCA_NGDPD.A","OBS_VALUE","Mali","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.098","-6.280","-1.830","-6.371","-6.526","-6.490","-4.328","-0.841"
"IMF.RES:WEO(9.0.0)","MDG.BCA_NGDPD.A","OBS_VALUE","Madagascar, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.716","-2.289","-5.375","-4.926","-5.351","-4.013","-5.300","-5.791"
