"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2018","2019","2020","2021","2022","2023","2024","2025"
"IMF.RES:WEO(9.0.0)","TKM.PCPIPCH.A","OBS_VALUE","Turkmenistan","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","13.300","5.092","6.100","19.479","11.211","-1.588","4.580","2.669"
"IMF.RES:WEO(9.0.0)","UZB.NGDPDPC.A","OBS_VALUE","Uzbekistan, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","1877.665","2069.613","2029.206","2301.306","2618.093","2921.705","3232.332","3846.280"
"IMF.RES:WEO(9.0.0)","UZB.PCPIPCH.A","OBS_VALUE","Uzbekistan, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","17.524","14.526","12.868","10.849","11.447","9.957","9.626","8.797"
"IMF.RES:WEO(9.0.0)","CZE.NGDPDPC.A","OBS_VALUE","Czech Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","23661.699","24013.061","23464.296","27667.664","27876.280","31800.883","31739.612","35678.377"
"IMF.RES:WEO(9.0.0)","UKR.LP.A","OBS_VALUE","Ukraine","Population, Persons for countries / Index for country groups","Annual","Millions","41.984","41.733","41.419","40.998","34.511","34.026","33.343","32.762"
"IMF.RES:WEO(9.0.0)","CZE.BCA_NGDPD.A","OBS_VALUE","Czech Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.392","0.332","1.759","-2.056","-4.685","-0.111","1.744","0.679"
"IMF.RES:WEO(9.0.0)","CHN.NGDPDPC.A","OBS_VALUE","China, People's Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","10038.300","10349.377","10700.359","12872.366","12989.394","13029.245","13452.660","13968.065"
"IMF.RES:WEO(9.0.0)","TKM.NGDPDPC.A","OBS_VALUE","Turkmenistan","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6720.789","7302.894","7272.268","7801.683","8813.475","9639.771","10408.348","11586.537"
"IMF.RES:WEO(9.0.0)","TKM.LP.A","OBS_VALUE","Turkmenistan","Population, Persons for countries / Index for country groups","Annual","Millions","6.065","6.158","6.250","6.342","6.431","6.516","6.598","6.680"
"IMF.RES:WEO(9.0.0)","CHN.LP.A","OBS_VALUE","China, People's Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1405.410","1410.080","1412.120","1412.600","1411.750","1409.670","1408.280","1405.080"
"IMF.RES:WEO(9.0.0)","RUS.LP.A","OBS_VALUE","Russian Federation","Population, Persons for countries / Index for country groups","Annual","Millions","146.430","146.533","146.371","145.836","145.580","145.441","144.820","143.997"
"IMF.RES:WEO(9.0.0)","SVK.NGDPDPC.A","OBS_VALUE","Slovak Republic","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","19595.372","19421.451","19723.139","22087.226","21322.934","24612.667","25972.304","28497.802"
"IMF.RES:WEO(9.0.0)","EST.BCA_NGDPD.A","OBS_VALUE","Estonia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.553","2.011","-2.526","-3.659","-3.110","-1.247","-1.246","-0.181"
"IMF.RES:WEO(9.0.0)","LVA.LP.A","OBS_VALUE","Latvia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.934","1.920","1.908","1.893","1.876","1.883","1.872","1.861"
"IMF.RES:WEO(9.0.0)","SVK.LP.A","OBS_VALUE","Slovak Republic","Population, Persons for countries / Index for country groups","Annual","Millions","5.443","5.450","5.458","5.460","5.435","5.429","5.425","5.419"
"IMF.RES:WEO(9.0.0)","UZB.LP.A","OBS_VALUE","Uzbekistan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","32.657","33.905","34.559","35.271","36.025","36.800","37.543","38.237"
"IMF.RES:WEO(9.0.0)","UKR.BCA_NGDPD.A","OBS_VALUE","Ukraine","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.273","-2.735","2.712","-2.415","4.523","-5.154","-7.960","-14.962"
"IMF.RES:WEO(9.0.0)","UZB.BCA_NGDPD.A","OBS_VALUE","Uzbekistan, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-5.860","-4.804","-4.318","-6.034","-3.018","-7.252","-4.709","-3.876"
"IMF.RES:WEO(9.0.0)","CZE.PCPIPCH.A","OBS_VALUE","Czech Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.157","2.848","3.163","3.852","15.072","10.697","2.422","2.460"
"IMF.RES:WEO(9.0.0)","UKR.NGDPDPC.A","OBS_VALUE","Ukraine","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","3117.672","3687.341","3781.329","4872.611","4693.891","5326.012","5723.396","6499.262"
"IMF.RES:WEO(9.0.0)","CZE.LP.A","OBS_VALUE","Czech Republic","Population, Persons for countries / Index for country groups","Annual","Millions","10.650","10.694","10.702","10.517","10.828","10.851","10.935","10.904"
"IMF.RES:WEO(9.0.0)","UKR.PCPIPCH.A","OBS_VALUE","Ukraine","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","10.947","7.886","2.740","9.361","20.183","12.851","6.504","12.727"
"IMF.RES:WEO(9.0.0)","HUN.NGDPDPC.A","OBS_VALUE","Hungary","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","16593.030","17002.758","16355.505","18991.056","18499.915","22220.348","23252.805","25825.579"
"IMF.RES:WEO(9.0.0)","MNE.LP.A","OBS_VALUE","Montenegro","Population, Persons for countries / Index for country groups","Annual","Millions","0.626","0.627","0.627","0.625","0.624","0.624","0.624","0.624"
"IMF.RES:WEO(9.0.0)","SRB.BCA_NGDPD.A","OBS_VALUE","Serbia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.644","-6.571","-3.934","-4.106","-6.517","-2.345","-4.549","-4.851"
"IMF.RES:WEO(9.0.0)","MNE.PCPIPCH.A","OBS_VALUE","Montenegro","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.609","0.363","-0.258","2.415","13.039","8.585","3.335","3.900"
"IMF.RES:WEO(9.0.0)","LVA.PCPIPCH.A","OBS_VALUE","Latvia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.555","2.747","0.081","3.238","17.244","9.058","1.349","3.809"
"IMF.RES:WEO(9.0.0)","SVK.BCA_NGDPD.A","OBS_VALUE","Slovak Republic","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.633","-3.527","-0.466","-4.834","-9.630","-3.024","-4.624","-3.621"
"IMF.RES:WEO(9.0.0)","LVA.BCA_NGDPD.A","OBS_VALUE","Latvia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-0.394","-0.172","3.039","-4.067","-5.470","-3.819","-1.550","-3.372"
"IMF.RES:WEO(9.0.0)","EST.LP.A","OBS_VALUE","Estonia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.322","1.327","1.330","1.331","1.349","1.370","1.372","1.369"
"IMF.RES:WEO(9.0.0)","EST.PCPIPCH.A","OBS_VALUE","Estonia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","3.413","2.268","-0.633","4.485","19.447","9.116","3.730","4.816"
"IMF.RES:WEO(9.0.0)","LVA.NGDPDPC.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","17195.706","17241.515","17483.696","20181.834","20276.131","22725.284","23499.359","26116.424"
"IMF.RES:WEO(9.0.0)","SVK.PCPIPCH.A","OBS_VALUE","Slovak Republic","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.534","2.770","2.013","2.827","12.132","10.963","3.149","4.240"
"IMF.RES:WEO(9.0.0)","EST.NGDPDPC.A","OBS_VALUE","Estonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","23628.862","24023.899","23914.829","27969.745","28362.680","30272.750","31418.897","34325.319"
"IMF.RES:WEO(9.0.0)","LTU.PCPIPCH.A","OBS_VALUE","Lithuania, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.532","2.240","1.063","4.628","18.854","8.687","0.852","3.442"
"IMF.RES:WEO(9.0.0)","HRV.NGDPDPC.A","OBS_VALUE","Croatia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15465.998","15566.921","14796.716","17801.412","18479.472","22188.372","24044.333","27376.486"
"IMF.RES:WEO(9.0.0)","MNG.NGDPDPC.A","OBS_VALUE","Mongolia","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4078.182","4309.049","3965.097","4482.853","4959.141","5796.476","6712.455","7079.319"
"IMF.RES:WEO(9.0.0)","MNE.NGDPDPC.A","OBS_VALUE","Montenegro","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","8677.527","8750.222","7549.440","9322.057","10046.083","12261.695","13259.471","14784.152"
"IMF.RES:WEO(9.0.0)","SRB.NGDPDPC.A","OBS_VALUE","Serbia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","7559.862","7755.633","8098.710","9632.308","10024.819","12281.708","13677.780","15283.926"
"IMF.RES:WEO(9.0.0)","MNE.BCA_NGDPD.A","OBS_VALUE","Montenegro","Current account balance (credit less debit), Percent of GDP","Annual","Units","-17.231","-14.429","-26.308","-9.261","-12.887","-11.194","-17.091","-20.549"
"IMF.RES:WEO(9.0.0)","HUN.BCA_NGDPD.A","OBS_VALUE","Hungary","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.243","-0.640","-1.126","-4.514","-9.077","-0.115","1.484","1.284"
"IMF.RES:WEO(9.0.0)","SRB.PCPIPCH.A","OBS_VALUE","Serbia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.956","1.869","1.545","4.089","11.968","12.361","4.684","3.902"
"IMF.RES:WEO(9.0.0)","HUN.PCPIPCH.A","OBS_VALUE","Hungary","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","2.839","3.373","3.305","5.105","14.620","17.140","3.707","4.436"
"IMF.RES:WEO(9.0.0)","SVN.LP.A","OBS_VALUE","Slovenia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.067","2.081","2.096","2.109","2.107","2.117","2.124","2.131"
"IMF.RES:WEO(9.0.0)","MKD.LP.A","OBS_VALUE","North Macedonia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.889","1.876","1.856","1.837","1.832","1.828","1.824","1.815"
"IMF.RES:WEO(9.0.0)","BIH.NGDPDPC.A","OBS_VALUE","Bosnia and Herzegovina","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","5864.899","5867.852","5811.393","6804.832","7077.519","7969.183","8606.971","9567.697"
"IMF.RES:WEO(9.0.0)","MKD.BCA_NGDPD.A","OBS_VALUE","North Macedonia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.208","-2.972","-2.930","-2.780","-6.051","0.340","-2.160","-4.353"
"IMF.RES:WEO(9.0.0)","HRV.BCA_NGDPD.A","OBS_VALUE","Croatia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","1.035","2.121","-1.902","0.318","-3.550","0.104","-2.189","-3.188"
"IMF.RES:WEO(9.0.0)","SVN.BCA_NGDPD.A","OBS_VALUE","Slovenia, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","6.510","6.449","7.325","3.474","-0.931","4.751","4.542","3.535"
"IMF.RES:WEO(9.0.0)","MNG.BCA_NGDPD.A","OBS_VALUE","Mongolia","Current account balance (credit less debit), Percent of GDP","Annual","Units","-16.709","-15.216","-5.067","-13.793","-13.434","0.597","-10.445","-8.635"
"IMF.RES:WEO(9.0.0)","LTU.BCA_NGDPD.A","OBS_VALUE","Lithuania, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","0.356","3.756","7.208","1.448","-6.134","1.091","3.224","1.342"
"IMF.RES:WEO(9.0.0)","HRV.PCPIPCH.A","OBS_VALUE","Croatia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.558","0.791","-0.048","2.745","10.664","8.396","4.016","4.381"
"IMF.RES:WEO(9.0.0)","LTU.NGDPDPC.A","OBS_VALUE","Lithuania, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","19258.849","19612.260","20407.379","23893.846","24963.397","27995.627","29598.462","32839.049"
"IMF.RES:WEO(9.0.0)","LTU.LP.A","OBS_VALUE","Lithuania, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.819","2.811","2.810","2.808","2.832","2.872","2.888","2.891"
"IMF.RES:WEO(9.0.0)","MNG.LP.A","OBS_VALUE","Mongolia","Population, Persons for countries / Index for country groups","Annual","Millions","3.238","3.297","3.358","3.410","3.458","3.505","3.545","3.584"
"IMF.RES:WEO(9.0.0)","MNG.PCPIPCH.A","OBS_VALUE","Mongolia","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.771","7.329","3.739","7.367","15.142","10.355","6.192","8.609"
"IMF.RES:WEO(9.0.0)","HRV.LP.A","OBS_VALUE","Croatia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","3.989","3.949","3.914","3.879","3.856","3.860","3.866","3.874"
"IMF.RES:WEO(9.0.0)","POL.PCPIPCH.A","OBS_VALUE","Poland, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.600","2.300","3.400","5.100","14.400","11.400","3.600","3.600"
"IMF.RES:WEO(9.0.0)","KOS.LP.A","OBS_VALUE","Kosovo, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.796","1.782","1.798","1.774","1.762","1.603","1.586","1.576"
"IMF.RES:WEO(9.0.0)","ROU.LP.A","OBS_VALUE","Romania","Population, Persons for countries / Index for country groups","Annual","Millions","19.533","19.414","19.329","19.202","19.043","19.055","18.944","18.832"
"IMF.RES:WEO(9.0.0)","KOS.PCPIPCH.A","OBS_VALUE","Kosovo, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.056","2.666","0.197","3.348","11.584","4.938","1.621","3.862"
"IMF.RES:WEO(9.0.0)","POL.NGDPDPC.A","OBS_VALUE","Poland, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","15658.061","15869.042","15963.102","18591.612","18859.803","22119.079","25057.309","28374.167"
"IMF.RES:WEO(9.0.0)","ROU.NGDPDPC.A","OBS_VALUE","Romania","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","12387.589","12879.871","12983.757","14856.806","15537.961","18253.716","20199.153","22724.529"
"IMF.RES:WEO(9.0.0)","SVN.NGDPDPC.A","OBS_VALUE","Slovenia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","25987.659","25909.753","25451.130","29199.811","28448.549","32723.735","34346.378","37357.421"
"IMF.RES:WEO(9.0.0)","BIH.LP.A","OBS_VALUE","Bosnia and Herzegovina","Population, Persons for countries / Index for country groups","Annual","Millions","3.496","3.491","3.487","3.481","3.473","3.464","3.455","3.445"
"IMF.RES:WEO(9.0.0)","BIH.PCPIPCH.A","OBS_VALUE","Bosnia and Herzegovina","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.417","0.559","-1.048","1.982","14.021","6.106","1.692","3.980"
"IMF.RES:WEO(9.0.0)","MKD.NGDPDPC.A","OBS_VALUE","North Macedonia, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","6719.639","6720.332","6672.521","7625.260","7619.429","8679.093","9292.857","10545.559"
"IMF.RES:WEO(9.0.0)","BIH.BCA_NGDPD.A","OBS_VALUE","Bosnia and Herzegovina","Current account balance (credit less debit), Percent of GDP","Annual","Units","-3.228","-2.597","-2.834","-1.769","-4.384","-2.137","-3.461","-3.185"
"IMF.RES:WEO(9.0.0)","POL.BCA_NGDPD.A","OBS_VALUE","Poland, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-1.966","-0.273","2.398","-1.301","-2.274","1.536","0.305","-0.700"
"IMF.RES:WEO(9.0.0)","MKD.PCPIPCH.A","OBS_VALUE","North Macedonia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.451","0.765","1.199","3.224","14.202","9.361","3.492","4.074"
"IMF.RES:WEO(9.0.0)","SVN.PCPIPCH.A","OBS_VALUE","Slovenia, Republic of","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.933","1.691","-0.274","2.048","9.322","7.216","1.988","2.480"
"IMF.RES:WEO(9.0.0)","GMB.PCPIPCH.A","OBS_VALUE","Gambia, The","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","6.521","7.116","5.931","7.370","11.513","16.966","11.564","7.853"
"IMF.RES:WEO(9.0.0)","G998.PCPIPCH.A","OBS_VALUE","European Union (EU)","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","1.843","1.459","0.677","2.892","9.335","6.273","2.543","2.464"
"IMF.RES:WEO(9.0.0)","KOS.BCA_NGDPD.A","OBS_VALUE","Kosovo, Republic of","Current account balance (credit less debit), Percent of GDP","Annual","Units","-7.618","-5.661","-7.002","-8.689","-9.404","-7.184","-8.729","-9.182"
"IMF.RES:WEO(9.0.0)","ROU.PCPIPCH.A","OBS_VALUE","Romania","All Items, Consumer price index (CPI), Period average, percent change","Annual","Units","4.631","3.825","2.646","5.046","13.800","10.397","5.584","7.327"
"IMF.RES:WEO(9.0.0)","POL.LP.A","OBS_VALUE","Poland, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","37.977","37.973","37.958","37.073","36.890","36.754","36.621","36.497"
"IMF.RES:WEO(9.0.0)","COG.LP.A","OBS_VALUE","Congo, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","5.441","5.571","5.702","5.836","5.970","6.138","6.309","6.486"
"IMF.RES:WEO(9.0.0)","BHR.NGDPDPC.A","OBS_VALUE","Bahrain, Kingdom of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","26324.407","27259.726","24342.844","27147.808","30470.504","29290.112","29716.447","29343.670"
"IMF.RES:WEO(9.0.0)","KOS.NGDPDPC.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Current prices, Per capita, US dollar","Annual","Units","4389.631","4432.996","4297.834","5309.211","5319.980","6530.915","7063.426","7901.548"
"IMF.RES:WEO(9.0.0)","ROU.BCA_NGDPD.A","OBS_VALUE","Romania","Current account balance (credit less debit), Percent of GDP","Annual","Units","-4.637","-4.882","-5.097","-7.230","-9.555","-6.684","-8.159","-7.951"
